# Species	Genes	Alg.-Conn.	GCF_000007365.1_ASM736v1_protein.faa	GCF_000007725.1_ASM772v1_protein.faa	GCF_000009605.1_ASM960v1_protein.faa	GCF_000021065.1_ASM2106v1_protein.faa	GCF_000021085.1_ASM2108v1_protein.faa	GCF_000090965.1_ASM9096v1_protein.faa	GCF_000174075.1_ASM17407v1_protein.faa	GCF_000183225.1_ASM18322v1_protein.faa	GCF_000183245.1_ASM18324v1_protein.faa	GCF_000183285.1_ASM18328v1_protein.faa	GCF_000183305.1_ASM18330v1_protein.faa	GCF_000217635.1_ASM21763v1_protein.faa	GCF_000225445.1_ASM22544v1_protein.faa	GCF_000225465.1_ASM22546v1_protein.faa	GCF_000521525.1_ASM52152v1_protein.faa	GCF_000521545.1_ASM52154v1_protein.faa	GCF_000521565.1_ASM52156v1_protein.faa	GCF_000521585.1_ASM52158v1_protein.faa	GCF_001280225.1_ASM128022v1_protein.faa	GCF_001648115.1_ASM164811v1_protein.faa	GCF_001700895.1_ASM170089v1_protein.faa	GCF_003096055.1_ASM309605v1_protein.faa	GCF_003099975.1_ASM309997v1_protein.faa	GCF_003671935.1_ASM367193v1_protein.faa	GCF_005080705.1_ASM508070v1_protein.faa	GCF_005080725.1_ASM508072v1_protein.faa	GCF_005080745.1_ASM508074v1_protein.faa	GCF_005080765.1_ASM508076v1_protein.faa	GCF_005080785.1_ASM508078v1_protein.faa	GCF_005080825.1_ASM508082v1_protein.faa	GCF_005080845.1_ASM508084v1_protein.faa	GCF_005080865.1_ASM508086v1_protein.faa	GCF_005080885.1_ASM508088v1_protein.faa	GCF_005080965.1_ASM508096v1_protein.faa	GCF_005081185.1_ASM508118v1_protein.faa	GCF_005081445.1_ASM508144v1_protein.faa	GCF_005081705.1_ASM508170v1_protein.faa	GCF_005081945.1_ASM508194v1_protein.faa	GCF_005082145.1_ASM508214v1_protein.faa	GCF_005082365.1_ASM508236v1_protein.faa	GCF_005082585.1_ASM508258v1_protein.faa	GCF_005082825.1_ASM508282v1_protein.faa	GCF_005083105.1_ASM508310v1_protein.faa	GCF_005083345.1_ASM508334v1_protein.faa	GCF_005083565.1_ASM508356v1_protein.faa	GCF_005083845.1_ASM508384v1_protein.faa	GCF_005237295.1_ASM523729v1_protein.faa	GCF_006741185.1_BucNmo_1.0_protein.faa	GCF_009068925.1_ASM906892v1_protein.faa	GCF_009069125.1_ASM906912v1_protein.faa	GCF_011035165.1_ASM1103516v1_protein.faa	GCF_013394915.1_ASM1339491v1_protein.faa	GCF_013487785.1_ASM1348778v1_protein.faa	GCF_900016785.1_BTsPazieg1.0_protein.faa	GCF_900128595.1_BCipseudotaxifoliae_v1.0_protein.faa	GCF_900128725.1_BCifornacula_v1.0_protein.faa	GCF_900128735.1_BCiconfinis_v1.0_protein.faa	GCF_900560745.1_BuCistrobi3249_v2.0_protein.faa	GCF_900698845.1_BuCisplendens_pseudotsugae_v1.0_protein.faa	GCF_900698865.1_BuCicuneomaculata_v1.0_protein.faa	GCF_900698895.1_BuCicurtihirsuta_v1.0_protein.faa	GCF_900698905.1_BuCikochiana_v1.0_protein.faa	GCF_900698915.1_BuCicurvipes_v1.0_protein.faa	GCF_900698945.1_BuCilaricifoliae_v1.0_protein.faa	GCF_900698975.1_BuCisplendens_Palmer_v1.0_protein.faa	GCF_900699025.1_BuCipseudotaxifoliae_v2.0_protein.faa	GCF_900699035.1_BuCipiceae_v1.0_protein.faa
67	67	0.577	WP_011054004.1	WP_011091564.1	WP_009874465.1	WP_009874465.1	WP_009874465.1	WP_011672704.1	WP_009874465.1	WP_009874465.1	WP_009874465.1	WP_009874465.1	WP_009874465.1	WP_013878097.1	WP_014499645.1	WP_014500186.1	WP_025369134.1	WP_025369134.1	WP_025369134.1	WP_025369134.1	WP_053940433.1	WP_075474340.1	WP_075433519.1	WP_158341074.1	WP_011054004.1	WP_158361081.1	WP_158349592.1	WP_158350819.1	WP_158336683.1	WP_158342026.1	WP_158352025.1	WP_158353921.1	WP_158337531.1	WP_158343871.1	WP_158362957.1	WP_158355242.1	WP_158356181.1	WP_158356760.1	WP_158358065.1	WP_158359858.1	WP_158360780.1	WP_158364804.1	WP_158338777.1	WP_158365885.1	WP_158367013.1	WP_158369110.1	WP_158339674.1	WP_158340244.1	WP_158340816.1	WP_158345149.1	WP_158346731.1	WP_158347978.1	WP_163119599.1	WP_158346731.1	WP_158360780.1	WP_075472865.1	WP_075474889.1	WP_075434122.1	WP_075432245.1	WP_158349199.1	WP_154060920.1	WP_154027649.1	WP_154061285.1	WP_154028810.1	WP_154029373.1	WP_154061657.1	WP_154049006.1	WP_075474889.1	WP_154049382.1
42	42	0.544	WP_011053584.1	*	WP_009874007.1	WP_009874007.1	WP_009874007.1	*	WP_009874007.1	WP_009874007.1	WP_009874007.1	WP_014498818.1	WP_009874007.1	*	WP_014499219.1	WP_014499781.1	WP_025368707.1	WP_025368707.1	WP_025368707.1	WP_025368707.1	WP_053940037.1	*	WP_075433119.1	WP_158341484.1	WP_011053584.1	WP_158360960.1	*	*	*	*	*	*	WP_158336853.1	WP_158343118.1	WP_158362183.1	WP_158354430.1	WP_158355788.1	WP_158356347.1	WP_158357209.1	WP_158358939.1	WP_158360371.1	WP_158363950.1	WP_158337943.1	WP_158365462.1	WP_158366247.1	WP_158368303.1	WP_158339248.1	WP_158339824.1	WP_158340399.1	*	WP_158345925.1	WP_158348230.1	WP_163118885.1	WP_158345925.1	WP_158360371.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
42	42	0.542	WP_011053970.1	*	WP_009874428.1	WP_012619565.1	WP_009874428.1	*	WP_009874428.1	WP_014499166.1	WP_014498777.1	WP_009874428.1	WP_014499071.1	*	WP_014499612.1	WP_014500153.1	WP_025369100.1	WP_025369100.1	WP_025369100.1	WP_025369100.1	WP_053940400.1	*	WP_075433486.1	WP_158341105.1	WP_011053970.1	WP_158361114.1	*	*	*	*	*	*	WP_158337465.1	WP_158343817.1	WP_158362894.1	WP_158355187.1	WP_158356149.1	WP_158356726.1	WP_158357998.1	WP_158359792.1	WP_158360748.1	WP_158364738.1	WP_158338713.1	WP_158365852.1	WP_158366944.1	WP_158369048.1	WP_158339643.1	WP_158340211.1	WP_158340786.1	*	WP_158346668.1	WP_158347922.1	WP_163119525.1	WP_178919374.1	WP_158360748.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
42	42	0.519	WP_044006063.1	*	WP_009874495.1	WP_009874495.1	WP_009874495.1	*	WP_009874495.1	WP_009874495.1	WP_009874495.1	WP_009874495.1	WP_009874495.1	*	WP_014499675.1	WP_014500215.1	WP_025369164.1	WP_025369164.1	WP_025369164.1	WP_025369164.1	WP_053940466.1	*	WP_075433547.1	WP_158341044.1	WP_044006063.1	WP_158361049.1	*	*	*	*	*	*	WP_158337598.1	WP_158343932.1	WP_158363014.1	WP_158355300.1	WP_158356210.1	WP_158356786.1	WP_158358128.1	WP_158359930.1	WP_158360812.1	WP_158364863.1	WP_158338989.1	WP_158365915.1	WP_158367077.1	WP_158369172.1	WP_158339701.1	WP_158340275.1	WP_158340845.1	*	WP_158346806.1	WP_158348034.1	WP_163119655.1	WP_178919430.1	WP_158360812.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
42	42	0.482	WP_011054027.1	*	WP_009874488.1	WP_012619574.1	WP_009874488.1	*	WP_009874488.1	WP_012619574.1	WP_012619574.1	WP_009874488.1	WP_009874488.1	*	WP_014499667.1	WP_014500207.1	WP_025369156.1	WP_025369156.1	WP_025369156.1	WP_025369156.1	WP_053940457.1	*	WP_075433540.1	WP_158341052.1	WP_011054027.1	WP_158361058.1	*	*	*	*	*	*	WP_158337578.1	WP_158343913.1	WP_158362999.1	WP_158355283.1	WP_158356201.1	WP_158356779.1	WP_158358109.1	WP_158359912.1	WP_158360803.1	WP_158364847.1	WP_158338819.1	WP_158365905.1	WP_158367059.1	WP_158369154.1	WP_158339694.1	WP_158340266.1	WP_158340837.1	*	WP_158346789.1	WP_158348016.1	WP_163119643.1	WP_158346789.1	WP_158360803.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
42	42	0.474	WP_011053918.1	*	WP_010896105.1	WP_009874370.1	WP_009874370.1	*	WP_009874370.1	WP_009874370.1	WP_009874370.1	WP_014498923.1	WP_014499054.1	*	WP_014499555.1	WP_014500101.1	WP_025369043.1	WP_025369043.1	WP_025369043.1	WP_025369043.1	WP_053940352.1	*	WP_075433436.1	WP_158341154.1	WP_011053918.1	WP_158361164.1	*	*	*	*	*	*	WP_158337363.1	WP_158343735.1	WP_158362802.1	WP_158355081.1	WP_158356107.1	WP_158356674.1	WP_158357880.1	WP_158359669.1	WP_158360697.1	WP_158364638.1	WP_158338607.1	WP_158365798.1	WP_158366842.1	WP_158368942.1	WP_158339590.1	WP_158340158.1	WP_158340730.1	*	WP_158346562.1	WP_158347820.1	WP_163119438.1	WP_158346562.1	WP_158360697.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
42	42	0.471	WP_011054013.1	*	WP_010896148.1	WP_010896148.1	WP_009874474.1	*	WP_009874474.1	WP_010896148.1	WP_010896148.1	WP_010896148.1	WP_010896148.1	*	WP_014499654.1	WP_014500195.1	WP_025369143.1	WP_025369143.1	WP_025369143.1	WP_025369143.1	WP_053940442.1	*	WP_075433528.1	WP_158341065.1	WP_011054013.1	WP_158361072.1	*	*	*	*	*	*	WP_158337550.1	WP_158343889.1	WP_158362975.1	WP_158355258.1	WP_158356190.1	WP_158356769.1	WP_158358083.1	WP_158359882.1	WP_158360789.1	WP_158364823.1	WP_158338794.1	WP_158365894.1	WP_158367033.1	WP_158369128.1	WP_158339683.1	WP_158340253.1	WP_158340825.1	*	WP_158346749.1	WP_158347992.1	WP_163119810.1	WP_158346749.1	WP_158360789.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
42	42	0.458	WP_011053803.1	*	WP_010896049.1	WP_009874243.1	WP_009874243.1	*	WP_009874243.1	WP_014499142.1	WP_014498733.1	WP_009874243.1	WP_014499025.1	*	WP_014499441.1	WP_044035055.1	WP_025368927.1	WP_025368927.1	WP_025368927.1	WP_025368927.1	WP_053940244.1	*	WP_075433323.1	WP_158341273.1	WP_011053803.1	WP_158361333.1	*	*	*	*	*	*	WP_158337130.1	WP_158343526.1	WP_158362588.1	WP_158354858.1	WP_158355992.1	WP_158356559.1	WP_158357646.1	WP_158359414.1	WP_158360584.1	WP_158364400.1	WP_158338374.1	WP_158365682.1	WP_158366613.1	WP_158368731.1	WP_158339474.1	WP_158340041.1	WP_158340613.1	*	WP_158346339.1	WP_158347596.1	WP_163119248.1	WP_158346339.1	WP_158360584.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
42	42	0.437	WP_011054065.1	*	WP_010896174.1	WP_010896174.1	WP_010896174.1	*	WP_010896174.1	WP_010896174.1	WP_010896174.1	WP_010896174.1	WP_014499093.1	*	WP_014499710.1	WP_014500247.1	WP_025369197.1	WP_025369197.1	WP_025369197.1	WP_025369197.1	WP_053940493.1	*	WP_075433578.1	WP_158341016.1	WP_011054065.1	WP_158361020.1	*	*	*	*	*	*	WP_158337661.1	WP_158343996.1	WP_158363136.1	WP_158355372.1	WP_158356243.1	WP_158356818.1	WP_158358196.1	WP_158360007.1	WP_158360842.1	WP_158364929.1	WP_158338908.1	WP_158365978.1	WP_158367175.1	WP_158369228.1	WP_158339733.1	WP_158340308.1	WP_158340881.1	*	WP_158345806.1	WP_158348095.1	WP_163119717.1	WP_178918867.1	WP_158360842.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
42	42	0.434	WP_011054081.1	*	WP_009874553.1	WP_009874553.1	WP_009874553.1	*	WP_009874553.1	WP_009874553.1	WP_014498805.1	WP_009874553.1	WP_009874553.1	*	WP_044005671.1	WP_014500264.1	WP_025369216.1	WP_025369216.1	WP_025369216.1	WP_025369216.1	WP_053940512.1	*	WP_075433596.1	WP_158341529.1	WP_011054081.1	WP_158361004.1	*	*	*	*	*	*	WP_158337696.1	WP_158344028.1	WP_158363097.1	WP_158355405.1	WP_158356261.1	WP_158356836.1	WP_158358230.1	WP_158360051.1	WP_158360860.1	WP_158364966.1	WP_158338997.1	WP_158366014.1	WP_158367233.1	WP_158369262.1	WP_158339751.1	WP_158340327.1	WP_158340908.1	*	WP_158345843.1	WP_158348136.1	WP_163119752.1	WP_158345843.1	WP_158360860.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
42	42	0.421	WP_011053782.1	*	WP_010896035.1	WP_009874221.1	WP_009874221.1	*	WP_009874221.1	WP_014499141.1	WP_009874221.1	WP_014498889.1	WP_009874221.1	*	WP_014499420.1	WP_014499970.1	WP_025368906.1	WP_025368906.1	WP_025368906.1	WP_025368906.1	WP_053940226.1	*	WP_075433304.1	WP_158341292.1	WP_011053782.1	WP_158361375.1	*	*	*	*	*	*	WP_158337088.1	WP_158343495.1	WP_158362546.1	WP_158354817.1	WP_158355972.1	WP_158356539.1	WP_158357602.1	WP_158359367.1	WP_158360565.1	WP_158364360.1	WP_158338332.1	WP_158365658.1	WP_158366568.1	WP_158368696.1	WP_158339452.1	WP_158340021.1	WP_158340591.1	*	WP_158346305.1	WP_158347558.1	WP_163119218.1	WP_178919155.1	WP_158360565.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
42	42	0.414	WP_011053785.1	*	WP_010896037.1	WP_010896037.1	WP_012619382.1	*	WP_012619382.1	WP_010896037.1	WP_010896037.1	WP_010896037.1	WP_010896037.1	*	WP_014499423.1	WP_014499973.1	WP_025368909.1	WP_025368909.1	WP_025368909.1	WP_025368909.1	WP_053940535.1	*	WP_075433306.1	WP_158341289.1	WP_011053785.1	WP_158361679.1	*	*	*	*	*	*	WP_158337094.1	WP_158343501.1	WP_158362553.1	WP_158354823.1	WP_158355974.1	WP_158356542.1	WP_158357608.1	WP_158359374.1	WP_158360568.1	WP_158364366.1	WP_158338338.1	WP_158365661.1	WP_158366574.1	WP_158368703.1	WP_158339455.1	WP_158340024.1	WP_158340594.1	*	WP_158346309.1	WP_158347564.1	WP_163119223.1	WP_178919158.1	WP_158360568.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
42	42	0.411	WP_011053612.1	*	WP_009874036.1	WP_012619423.1	WP_009874036.1	*	WP_009874036.1	WP_012619423.1	WP_012619423.1	WP_009874036.1	WP_009874036.1	*	WP_014499247.1	WP_014499809.1	WP_025368731.1	WP_025368731.1	WP_025368731.1	WP_025368731.1	WP_053940065.1	*	WP_075433145.1	WP_158341455.1	WP_011053612.1	WP_158360932.1	*	*	*	*	*	*	WP_158336882.1	WP_158343179.1	WP_158362245.1	WP_158354486.1	WP_158355815.1	WP_158356375.1	WP_158357267.1	WP_158358997.1	WP_158360398.1	WP_158364006.1	WP_158338001.1	WP_158365493.1	WP_158366274.1	WP_158368361.1	WP_158339284.1	WP_158339851.1	WP_158340426.1	*	WP_158345977.1	WP_158348281.1	WP_163118937.1	WP_158345977.1	WP_158360398.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
42	42	0.408	WP_011053574.1	*	WP_009873997.1	WP_009873997.1	WP_009873997.1	*	WP_009873997.1	WP_009873997.1	WP_009873997.1	WP_009873997.1	WP_009873997.1	*	WP_014499209.1	WP_014499774.1	WP_025368697.1	WP_025368697.1	WP_025368697.1	WP_025368697.1	WP_053940030.1	*	WP_075433111.1	WP_158341493.1	WP_011053574.1	WP_158360968.1	*	*	*	*	*	*	WP_158336843.1	WP_158343104.1	WP_158362168.1	WP_158354412.1	WP_158355779.1	WP_158356341.1	WP_158357186.1	WP_158358921.1	WP_158360361.1	WP_158363938.1	WP_158337925.1	WP_158365446.1	WP_158366239.1	WP_158368285.1	WP_158339228.1	WP_158339815.1	WP_158340389.1	*	WP_158345906.1	WP_158348210.1	WP_163118873.1	WP_178918910.1	WP_158360361.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
42	42	0.406	WP_011053994.1	*	WP_010896145.1	WP_012619570.1	WP_009874455.1	*	WP_009874455.1	WP_010896145.1	WP_010896145.1	WP_014498948.1	WP_010896145.1	*	WP_014499635.1	WP_014500176.1	WP_025369124.1	WP_025369124.1	WP_025369124.1	WP_025369124.1	WP_053940423.1	*	WP_075433509.1	WP_158341083.1	WP_011053994.1	WP_158361091.1	*	*	*	*	*	*	WP_158337511.1	WP_158343852.1	WP_158362940.1	WP_158355225.1	WP_158356171.1	WP_158356750.1	WP_158358045.1	WP_158359841.1	WP_158360770.1	WP_158364784.1	WP_158338757.1	WP_158365875.1	WP_158366992.1	WP_158369093.1	WP_158339664.1	WP_158340234.1	WP_158340807.1	*	WP_158346711.1	WP_158347965.1	WP_163119576.1	WP_158346711.1	WP_158360770.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
42	42	0.389	WP_011053615.1	*	WP_010895938.1	WP_009874039.1	WP_009874039.1	*	WP_009874039.1	WP_009874039.1	WP_009874039.1	WP_009874039.1	WP_009874039.1	*	WP_014499250.1	WP_014499812.1	WP_025368734.1	WP_025368734.1	WP_025404216.1	WP_025368734.1	WP_053940067.1	*	WP_075433148.1	WP_158341452.1	WP_011053615.1	WP_158360929.1	*	*	*	*	*	*	WP_158336885.1	WP_158343185.1	WP_158362251.1	WP_158354492.1	WP_158355818.1	WP_158356378.1	WP_158357273.1	WP_158359003.1	WP_158360401.1	WP_158364012.1	WP_158338007.1	WP_158365495.1	WP_158366276.1	WP_158368365.1	WP_158339287.1	WP_158339854.1	WP_158340428.1	*	WP_158345983.1	WP_158348287.1	WP_163118940.1	WP_158345983.1	WP_158360401.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
42	42	0.381	WP_011054003.1	*	WP_009874464.1	WP_009874464.1	WP_009874464.1	*	WP_009874464.1	WP_009874464.1	WP_009874464.1	WP_009874464.1	WP_009874464.1	*	WP_014499644.1	WP_014500185.1	WP_025369133.1	WP_025369133.1	WP_025369133.1	WP_025369133.1	WP_053940432.1	*	WP_075433518.1	WP_158341075.1	WP_011054003.1	WP_158361082.1	*	*	*	*	*	*	WP_158337529.1	WP_158343869.1	WP_158362955.1	WP_158355240.1	WP_158356180.1	WP_158356759.1	WP_158358063.1	WP_158359856.1	WP_158360779.1	WP_158364802.1	WP_158338775.1	WP_158365884.1	WP_158367011.1	WP_158369108.1	WP_158339673.1	WP_158340243.1	WP_158340815.1	*	WP_158346729.1	WP_158347977.1	WP_163119597.1	WP_158346729.1	WP_158360779.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
42	42	0.348	WP_011053748.1	*	WP_010896016.1	WP_012619477.1	WP_009874184.1	*	WP_009874184.1	WP_012619477.1	WP_012619477.1	WP_014498875.1	WP_014498875.1	*	WP_014499384.1	WP_014499936.1	WP_025368869.1	WP_025368869.1	WP_025368869.1	WP_025368869.1	WP_053940194.1	*	WP_075433271.1	WP_158341324.1	WP_011053748.1	WP_158361439.1	*	*	*	*	*	*	WP_158337029.1	WP_158343438.1	WP_158362484.1	WP_158354747.1	WP_158355940.1	WP_158356507.1	WP_158358253.1	WP_158359293.1	WP_158360531.1	WP_158364292.1	WP_158338259.1	WP_158365625.1	WP_158366500.1	WP_158368631.1	WP_158339416.1	WP_158339988.1	WP_158340556.1	*	WP_158346240.1	WP_158347490.1	WP_163119159.1	WP_158346240.1	WP_158360531.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
42	42	0.339	WP_011054075.1	*	WP_009874547.1	WP_009874547.1	WP_009874547.1	*	WP_009874547.1	WP_014499175.1	WP_009874547.1	WP_014498970.1	WP_009874547.1	*	WP_014499722.1	WP_014500258.1	WP_025369210.1	WP_025369210.1	WP_025369210.1	WP_025369210.1	WP_053940506.1	*	WP_075433590.1	WP_158341003.1	WP_011054075.1	WP_158361010.1	*	*	*	*	*	*	WP_158337684.1	WP_158344021.1	WP_158363092.1	WP_158355395.1	WP_158356255.1	WP_158356830.1	WP_158358220.1	WP_158360038.1	WP_158360854.1	WP_158364954.1	WP_158338934.1	WP_158366002.1	WP_158367215.1	WP_158369250.1	WP_158339745.1	WP_158340321.1	WP_158340897.1	*	WP_158345831.1	WP_158348124.1	WP_163119741.1	WP_178918876.1	WP_158360854.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
42	42	0.334	WP_011053768.1	*	WP_009874205.1	WP_009874205.1	WP_009874205.1	*	WP_009874205.1	WP_009874205.1	WP_009874205.1	WP_009874205.1	WP_014499018.1	*	WP_014499404.1	WP_014499956.1	WP_025368890.1	WP_025368890.1	WP_025368890.1	WP_025368890.1	WP_053940213.1	*	WP_075433289.1	WP_158341304.1	WP_011053768.1	WP_158361402.1	*	*	*	*	*	*	WP_158337060.1	WP_158343470.1	WP_158362523.1	WP_158354788.1	WP_158355958.1	WP_158356527.1	WP_158357571.1	WP_158359337.1	WP_158360550.1	WP_158364331.1	WP_158338302.1	WP_158365645.1	WP_158366543.1	WP_158368669.1	WP_158339437.1	WP_158340007.1	WP_158340577.1	*	WP_158346280.1	WP_158347530.1	WP_163119196.1	WP_178919140.1	WP_158360550.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
42	42	0.308	WP_044006056.1	*	WP_009874348.1	WP_009874348.1	WP_009874348.1	*	WP_009874348.1	WP_009874348.1	WP_009874348.1	WP_009874348.1	WP_009874348.1	*	WP_014499535.1	WP_014500081.1	WP_025369021.1	WP_025369021.1	WP_025369021.1	WP_025369021.1	WP_053940332.1	*	WP_075433416.1	WP_158341176.1	WP_044006056.1	WP_158361184.1	*	*	*	*	*	*	WP_158337321.1	WP_158343696.1	WP_158362761.1	WP_158355040.1	WP_158356087.1	WP_158356652.1	WP_158357841.1	WP_158359619.1	WP_158360679.1	WP_158364600.1	WP_158338569.1	WP_158365779.1	WP_158366806.1	WP_158368909.1	WP_158339569.1	WP_158340139.1	WP_158340711.1	*	WP_158346524.1	WP_158347781.1	WP_163119399.1	WP_158346524.1	WP_158360679.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
42	42	0.297	WP_011053634.1	*	WP_010895946.1	WP_009874060.1	WP_009874060.1	*	WP_009874060.1	WP_009874060.1	WP_014498684.1	WP_009874060.1	WP_014498684.1	*	WP_014499268.1	WP_014499830.1	WP_025440227.1	WP_025368752.1	WP_025368752.1	WP_025368752.1	WP_053940085.1	*	WP_075433166.1	WP_158341434.1	WP_011053634.1	WP_158360910.1	*	*	*	*	*	*	WP_158336905.1	WP_158343224.1	WP_158362290.1	WP_158354533.1	WP_158355835.1	WP_158356396.1	WP_158357309.1	WP_158359049.1	WP_158360420.1	WP_158364050.1	WP_158338046.1	WP_158365515.1	WP_158366295.1	WP_158368405.1	WP_158339306.1	WP_158339873.1	WP_158340446.1	*	WP_158346019.1	WP_158348324.1	WP_163118970.1	WP_178918984.1	WP_158360420.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
42	42	0.274	WP_011054000.1	*	WP_009874461.1	WP_009874461.1	WP_009874461.1	*	WP_009874461.1	WP_009874461.1	WP_009874461.1	WP_009874461.1	WP_009874461.1	*	WP_014499641.1	WP_014500182.1	WP_025369130.1	WP_025369130.1	WP_025369130.1	WP_025369130.1	WP_053940429.1	*	WP_075433515.1	WP_158341078.1	WP_011054000.1	WP_158361085.1	*	*	*	*	*	*	WP_158337523.1	WP_158343862.1	WP_158362949.1	WP_158355236.1	WP_158356177.1	WP_158356756.1	WP_158358057.1	WP_158359850.1	WP_158360776.1	WP_158364796.1	WP_158338769.1	WP_158365881.1	WP_158367005.1	WP_158369103.1	WP_158339670.1	WP_158340240.1	WP_158340813.1	*	WP_158346722.1	WP_158347974.1	WP_163119806.1	WP_158346722.1	WP_158360776.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
42	42	0.268	WP_011053935.1	*	WP_010896117.1	WP_012619549.1	WP_009874393.1	*	WP_009874393.1	WP_014499163.1	WP_012619549.1	WP_014498934.1	WP_012619549.1	*	WP_014499578.1	WP_014500122.1	WP_025369067.1	WP_025369067.1	WP_025369067.1	WP_025369067.1	WP_053940374.1	*	WP_075433457.1	WP_158341134.1	WP_011053935.1	WP_158361144.1	*	*	*	*	*	*	WP_158337405.1	WP_158343771.1	WP_158362842.1	WP_158355122.1	WP_158356127.1	WP_158356695.1	WP_158357932.1	WP_158359720.1	WP_158360718.1	WP_158364683.1	WP_158338651.1	WP_158365821.1	WP_158366886.1	WP_158368987.1	WP_158339613.1	WP_158340180.1	WP_158340753.1	*	WP_158346606.1	WP_158347864.1	WP_163119478.1	WP_158346606.1	WP_158360718.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
42	42	0.253	WP_011053593.1	*	WP_009874016.1	WP_009874016.1	WP_009874016.1	*	WP_009874016.1	WP_009874016.1	WP_009874016.1	WP_009874016.1	WP_009874016.1	*	WP_014499227.1	WP_014499789.1	WP_025368715.1	WP_025368715.1	WP_025368715.1	WP_025368715.1	WP_053940046.1	*	WP_075433127.1	WP_158341475.1	WP_011053593.1	WP_158360952.1	*	*	*	*	*	*	WP_158336861.1	WP_158343145.1	WP_158362203.1	WP_158354447.1	WP_158355797.1	WP_158356355.1	WP_158358234.1	WP_158358956.1	WP_158360380.1	WP_158363967.1	WP_158337961.1	WP_158365471.1	WP_158366255.1	WP_158368320.1	WP_158339264.1	WP_158339833.1	WP_158340407.1	*	WP_158345939.1	WP_158348246.1	WP_163118903.1	WP_178918926.1	WP_158360380.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
42	42	0.22	WP_011053548.1	*	WP_010895901.1	WP_012619400.1	WP_009873972.1	*	WP_009873972.1	WP_009873972.1	WP_009873972.1	WP_009873972.1	WP_014498980.1	*	WP_014499185.1	WP_014499750.1	WP_025368674.1	WP_025368674.1	WP_025368674.1	WP_025368674.1	WP_053940005.1	*	WP_075433085.1	WP_158341519.1	WP_011053548.1	WP_158360993.1	*	*	*	*	*	*	WP_158336805.1	WP_158343060.1	WP_158362113.1	WP_158354368.1	WP_158355756.1	WP_158356318.1	WP_158357138.1	WP_158358871.1	WP_158360336.1	WP_158363891.1	WP_158337875.1	WP_158365395.1	WP_158366213.1	WP_158368215.1	WP_158339179.1	WP_158339790.1	WP_158340366.1	*	WP_158345861.1	WP_158348160.1	WP_163118827.1	WP_178918888.1	WP_158360336.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
42	42	0.182	WP_011053805.1	*	WP_009874246.1	WP_009874246.1	WP_009874246.1	*	WP_009874246.1	WP_014499144.1	WP_009874246.1	WP_009874246.1	WP_009874246.1	*	WP_014499444.1	WP_014499994.1	WP_025368930.1	WP_025368930.1	WP_025368930.1	WP_025368930.1	WP_053940247.1	*	WP_075433326.1	WP_158341270.1	WP_011053805.1	WP_158361324.1	*	*	*	*	*	*	WP_158337136.1	WP_158343532.1	WP_158362594.1	WP_158354864.1	WP_158355995.1	WP_158356562.1	WP_158357652.1	WP_158360084.1	WP_158360587.1	WP_158364406.1	WP_158338380.1	WP_158365685.1	WP_158366618.1	WP_158368737.1	WP_158339477.1	WP_158340044.1	WP_158340616.1	*	WP_158346345.1	WP_158347601.1	WP_163119254.1	WP_178919173.1	WP_158360587.1	*	*	*	*	*	*	*	*	*	*	*	*	*	*
