OG0000009	WP_011053555.1	WP_011091162.1	WP_009873978.1	WP_009873978.1	WP_009873978.1	WP_011672413.1	WP_009873978.1	WP_014499100.1	WP_009873978.1	WP_014498808.1	WP_009873978.1	WP_013877745.1	WP_014499190.1	WP_014499756.1	WP_025368680.1	WP_025368680.1	WP_025368680.1	WP_025368680.1	WP_053940011.1	WP_075473739.1	WP_075433091.1	WP_158341512.1	WP_108926809.1	WP_158360987.1	WP_158349294.1	WP_158350221.1	WP_158336240.1	WP_158341568.1	WP_158351500.1	WP_187306494.1	WP_158336812.1	WP_158343071.1	WP_158362126.1	WP_158354376.1	WP_158355761.1	WP_158356324.1	WP_158357148.1	WP_158358881.1	WP_158360342.1	WP_158363902.1	WP_158337887.1	WP_158365405.1	WP_158366220.1	WP_158368233.1	WP_158339189.1	WP_158339796.1	WP_158340370.1	WP_158344469.1	WP_158345876.1	WP_158348172.1	WP_163118834.1	WP_158345876.1	WP_158360342.1	WP_075472250.1	WP_075474451.1	WP_075433635.1	WP_082252739.1	WP_158349257.1	WP_154060637.1	WP_154026959.1	WP_154061001.1	WP_154028214.1	WP_154029079.1	WP_154061365.1	WP_154048719.1	WP_075474451.1	WP_154049091.1
OG0000010	WP_011053556.1	WP_011091164.1	WP_009873979.1	WP_009873979.1	WP_009873979.1	WP_011672414.1	WP_009873979.1	WP_009873979.1	WP_009873979.1	WP_009873979.1	WP_009873979.1	WP_013877746.1	WP_014499191.1	WP_014499757.1	WP_025368681.1	WP_025368681.1	WP_025368681.1	WP_025368681.1	WP_053940012.1	WP_075473744.1	WP_075433092.1	WP_158341511.1	WP_011053556.1	WP_158336814.1	WP_158349295.1	WP_158350223.1	WP_158336241.1	WP_158341569.1	WP_158351502.1	WP_158353017.1	WP_158336814.1	WP_158343073.1	WP_158362128.1	WP_158340371.1	WP_158355762.1	WP_158356325.1	WP_158357149.1	WP_158358883.1	WP_158360343.1	WP_158363904.1	WP_158337889.1	WP_158365407.1	WP_158366221.1	WP_158368236.1	WP_158339191.1	WP_158339797.1	WP_158340371.1	WP_158344471.1	WP_053940012.1	WP_158348174.1	WP_163118835.1	WP_053940012.1	WP_158360343.1	WP_075472252.1	WP_075474452.1	WP_075433636.1	WP_075431629.1	WP_158348887.1	WP_154060638.1	WP_154026962.1	WP_154061002.1	WP_154028216.1	WP_154029080.1	WP_154061366.1	WP_154048720.1	WP_075474452.1	WP_154049092.1
OG0000011	WP_011053557.1	WP_011091165.1	WP_009873980.1	WP_012619403.1	WP_009873980.1	WP_011672415.1	WP_009873980.1	WP_012619403.1	WP_012619403.1	WP_009873980.1	WP_009873980.1	WP_013877747.1	WP_014499192.1	WP_014499758.1	WP_025368682.1	WP_025368682.1	WP_025368682.1	WP_025368682.1	WP_053940013.1	WP_075473746.1	WP_075433093.1	WP_158341510.1	WP_011053557.1	WP_158360986.1	WP_158349296.1	WP_158350952.1	WP_158336242.1	WP_158341570.1	WP_158351504.1	WP_158353019.1	WP_158337704.1	WP_158343076.1	WP_158362131.1	WP_158354378.1	WP_158355763.1	WP_158356326.1	WP_158357150.1	WP_158358885.1	WP_158360344.1	WP_158363906.1	WP_158337891.1	WP_158365409.1	WP_158366222.1	WP_158345877.1	WP_158339193.1	WP_158339798.1	WP_158340372.1	WP_158344473.1	WP_158345877.1	WP_158348176.1	WP_163118837.1	WP_158345877.1	WP_180818843.1	WP_075472254.1	WP_075474453.1	WP_075433637.1	WP_075431631.1	WP_158348888.1	WP_154060639.1	WP_154026965.1	WP_154061003.1	WP_154028219.1	WP_154029081.1	WP_154061367.1	WP_154048721.1	WP_075474453.1	WP_154049093.1
OG0000012	WP_011053560.1	WP_011091168.1	WP_009873982.1	WP_009873982.1	WP_009873982.1	WP_011672417.1	WP_009873982.1	WP_009873982.1	WP_009873982.1	WP_009873982.1	WP_009873982.1	WP_013877749.1	WP_014499194.1	WP_014499760.1	WP_025368685.1	WP_025368685.1	WP_025368685.1	WP_025368685.1	WP_053940015.1	WP_075473748.1	WP_075433096.1	WP_158341507.1	WP_011053560.1	WP_158360983.1	WP_158349298.1	WP_158350228.1	WP_158336244.1	WP_158341572.1	WP_158351509.1	WP_158353023.1	WP_158336820.1	WP_158343080.1	WP_158362135.1	WP_158354382.1	WP_158355766.1	WP_158356328.1	WP_158357153.1	WP_158358889.1	WP_158360346.1	WP_158363910.1	WP_158337895.1	WP_158365415.1	WP_158366224.1	WP_158368242.1	WP_158339197.1	WP_158339800.1	WP_158340374.1	WP_158344476.1	WP_158345879.1	WP_158348180.1	WP_163118841.1	WP_158345879.1	WP_158360346.1	WP_082252454.1	WP_075474455.1	WP_075433639.1	WP_075431635.1	WP_158348889.1	WP_154060641.1	WP_154026968.1	WP_154061004.1	WP_154028223.1	WP_154029083.1	WP_154061369.1	WP_154048723.1	WP_075474455.1	WP_154049095.1
OG0000013	WP_011053574.1	WP_011091181.1	WP_009873997.1	WP_009873997.1	WP_009873997.1	WP_011672425.1	WP_009873997.1	WP_009873997.1	WP_009873997.1	WP_009873997.1	WP_009873997.1	WP_013877757.1	WP_014499209.1	WP_014499774.1	WP_025368697.1	WP_025368697.1	WP_025368697.1	WP_025368697.1	WP_053940030.1	WP_075473778.1	WP_075433111.1	WP_158341493.1	WP_011053574.1	WP_158360968.1	WP_158349307.1	WP_158350247.1	WP_158336256.1	WP_158341583.1	WP_158351528.1	WP_158353050.1	WP_158336843.1	WP_158343104.1	WP_158362168.1	WP_158354412.1	WP_158355779.1	WP_158356341.1	WP_158357186.1	WP_158358921.1	WP_158360361.1	WP_158363938.1	WP_158337925.1	WP_158365446.1	WP_158366239.1	WP_158368285.1	WP_158339228.1	WP_158339815.1	WP_158340389.1	WP_160118315.1	WP_158345906.1	WP_158348210.1	WP_163118873.1	WP_178918910.1	WP_158360361.1	WP_075472272.1	WP_075474463.1	WP_075433647.1	WP_075431644.1	WP_158348897.1	WP_154060648.1	WP_154026991.1	WP_154061012.1	WP_154028239.1	WP_154029091.1	WP_154061377.1	WP_154048731.1	WP_075474463.1	WP_154049103.1
OG0000014	WP_011053575.1	WP_011091182.1	WP_010895913.1	WP_009873998.1	WP_009873998.1	WP_011672426.1	WP_009873998.1	WP_014499102.1	WP_009873998.1	WP_014498814.1	WP_009873998.1	WP_013877758.1	WP_014499210.1	WP_014499775.1	WP_025440225.1	WP_025368698.1	WP_025404215.1	WP_025368698.1	WP_053940031.1	WP_075473781.1	WP_075433112.1	WP_158341492.1	WP_011053575.1	WP_158360967.1	WP_158349308.1	WP_158350249.1	WP_158336257.1	WP_158341584.1	WP_158351531.1	WP_158353052.1	WP_158336844.1	WP_158343106.1	WP_158362170.1	WP_158354414.1	WP_158355780.1	WP_158356342.1	WP_158357188.1	WP_158358923.1	WP_158360362.1	WP_158363940.1	WP_158337927.1	WP_158365448.1	WP_158366240.1	WP_158368287.1	WP_158339231.1	WP_158339816.1	WP_158340390.1	WP_158344498.1	WP_158345909.1	WP_158348212.1	WP_163118874.1	WP_158345909.1	WP_158360362.1	WP_075472274.1	WP_075474464.1	WP_075433648.1	WP_075431646.1	WP_158348898.1	WP_154060649.1	WP_154026994.1	WP_154061013.1	WP_154028241.1	WP_154029092.1	WP_154061378.1	WP_154048732.1	WP_075474464.1	WP_154049104.1
OG0000015	WP_011053576.1	WP_011091183.1	WP_009873999.1	WP_009873999.1	WP_009873999.1	WP_041749148.1	WP_009873999.1	WP_009873999.1	WP_009873999.1	WP_009873999.1	WP_009873999.1	WP_013877759.1	WP_014499211.1	WP_014499776.1	WP_025368699.1	WP_025368699.1	WP_025368699.1	WP_025368699.1	WP_053940517.1	WP_075473783.1	WP_075433113.1	WP_158341491.1	WP_011053576.1	WP_158360966.1	WP_158349309.1	WP_158350251.1	WP_158336258.1	WP_158341585.1	WP_158351533.1	WP_158353054.1	WP_158336845.1	WP_158343108.1	WP_158362172.1	WP_158354416.1	WP_158355781.1	WP_158356343.1	WP_158357190.1	WP_158358925.1	WP_158360363.1	WP_158363942.1	WP_158337929.1	WP_158365450.1	WP_158366241.1	WP_158368289.1	WP_158339234.1	WP_158339817.1	WP_158340391.1	WP_158344500.1	WP_158345911.1	WP_158348214.1	WP_163118876.1	WP_158345911.1	WP_158360363.1	WP_075472276.1	WP_075474465.1	WP_075433649.1	WP_075431648.1	WP_158348899.1	WP_154060650.1	WP_154026997.1	WP_154061014.1	WP_154028243.1	WP_154029093.1	WP_154061379.1	WP_154048733.1	WP_075474465.1	WP_154049105.1
OG0000016	WP_011053578.1	WP_011091185.1	WP_010895914.1	WP_009874001.1	WP_009874001.1	WP_041749130.1	WP_009874001.1	WP_009874001.1	WP_009874001.1	WP_009874001.1	WP_014498984.1	WP_013877761.1	WP_014499213.1	WP_014499778.1	WP_025368701.1	WP_025368701.1	WP_025368701.1	WP_025368701.1	WP_053940033.1	WP_075473788.1	WP_075433115.1	WP_158341489.1	WP_011053578.1	WP_158360964.1	WP_158349311.1	WP_158350255.1	WP_158336764.1	WP_158341587.1	WP_158351537.1	WP_158353059.1	WP_158336847.1	WP_158343112.1	WP_158362177.1	WP_158354420.1	WP_158355783.1	WP_158356345.1	WP_158357197.1	WP_158358928.1	WP_158360365.1	WP_158363946.1	WP_158337933.1	WP_158365454.1	WP_158366243.1	WP_158368293.1	WP_158339240.1	WP_158339819.1	WP_158340393.1	WP_158344504.1	WP_158345915.1	WP_158348218.1	WP_163118880.1	WP_158345915.1	WP_158360365.1	WP_075472280.1	WP_075474467.1	WP_075433651.1	WP_075431652.1	WP_158348901.1	WP_154060652.1	WP_154027003.1	WP_154061016.1	WP_154028247.1	WP_154029095.1	WP_172598715.1	WP_154048735.1	WP_075474467.1	WP_154049107.1
OG0000017	WP_011053584.1	WP_011091188.1	WP_009874007.1	WP_009874007.1	WP_009874007.1	WP_011672432.1	WP_009874007.1	WP_009874007.1	WP_009874007.1	WP_014498818.1	WP_009874007.1	WP_013877763.1	WP_014499219.1	WP_014499781.1	WP_025368707.1	WP_025368707.1	WP_025368707.1	WP_025368707.1	WP_053940037.1	WP_075473797.1	WP_075433119.1	WP_158341484.1	WP_011053584.1	WP_158360960.1	WP_158349314.1	WP_158350261.1	WP_158336765.1	WP_158341589.1	WP_158352152.1	WP_158353071.1	WP_158336853.1	WP_158343118.1	WP_158362183.1	WP_158354430.1	WP_158355788.1	WP_158356347.1	WP_158357209.1	WP_158358939.1	WP_158360371.1	WP_158363950.1	WP_158337943.1	WP_158365462.1	WP_158366247.1	WP_158368303.1	WP_158339248.1	WP_158339824.1	WP_158340399.1	WP_158344516.1	WP_158345925.1	WP_158348230.1	WP_163118885.1	WP_158345925.1	WP_158360371.1	WP_075472284.1	WP_075474470.1	WP_075433654.1	WP_172800843.1	WP_158348904.1	WP_154060655.1	WP_154027009.1	WP_154061019.1	WP_154028251.1	WP_154029098.1	WP_154061383.1	WP_154048738.1	WP_075474470.1	WP_154049110.1
OG0000018	WP_011053585.1	WP_011091189.1	WP_010895918.1	WP_009874008.1	WP_009874008.1	WP_011672433.1	WP_009874008.1	WP_009874008.1	WP_009874008.1	WP_009874008.1	WP_009874008.1	WP_041750150.1	WP_014499220.1	WP_014499782.1	WP_025368708.1	WP_025368708.1	WP_025368708.1	WP_025368708.1	WP_053940038.1	WP_075473798.1	WP_075433120.1	WP_158341483.1	WP_011053585.1	WP_158360959.1	WP_158349315.1	WP_158350263.1	WP_158336267.1	WP_158341590.1	WP_158351543.1	WP_158353073.1	WP_158336854.1	WP_158343120.1	WP_158362185.1	WP_158354433.1	WP_158355789.1	WP_158356348.1	WP_158357211.1	WP_158358941.1	WP_158360372.1	WP_158363952.1	WP_158337945.1	WP_158365463.1	WP_158366248.1	WP_158368305.1	WP_158339250.1	WP_158339825.1	WP_158340400.1	WP_158344518.1	WP_158345927.1	WP_158348232.1	WP_163118887.1	WP_158345927.1	WP_180818845.1	WP_075472286.1	WP_075474471.1	WP_075433655.1	WP_075431657.1	WP_158348905.1	WP_154060656.1	WP_154027012.1	WP_154061020.1	WP_154028253.1	WP_154029099.1	WP_154061384.1	WP_154048739.1	WP_075474471.1	WP_154049111.1
OG0000019	WP_011053591.1	WP_011091194.1	WP_009874014.1	WP_009874014.1	WP_009874014.1	WP_011672436.1	WP_009874014.1	WP_009874014.1	WP_009874014.1	WP_009874014.1	WP_009874014.1	WP_013877767.1	WP_009874014.1	WP_011053591.1	WP_009874014.1	WP_009874014.1	WP_009874014.1	WP_009874014.1	WP_053940044.1	WP_075473805.1	WP_075433125.1	WP_158341477.1	WP_011053591.1	WP_011053591.1	WP_158349318.1	WP_158350268.1	WP_158336273.1	WP_158341593.1	WP_158351551.1	WP_158353081.1	WP_009874014.1	WP_158343130.1	WP_158362198.1	WP_009874014.1	WP_158355795.1	WP_158337957.1	WP_158357224.1	WP_009874014.1	WP_158360378.1	WP_158363963.1	WP_158337957.1	WP_158365469.1	WP_053940044.1	WP_053940044.1	WP_011053591.1	WP_158339831.1	WP_009874014.1	WP_158344524.1	WP_053940044.1	WP_053940044.1	WP_163118899.1	WP_053940044.1	WP_158360378.1	WP_075472292.1	WP_075474474.1	WP_075433658.1	WP_075431663.1	WP_158348906.1	WP_154060658.1	WP_154027023.1	WP_154061022.1	WP_154028259.1	WP_154029102.1	WP_154061387.1	WP_154048742.1	WP_075474474.1	WP_154049113.1
